country,co2_emmission_all,food_category,consumption,co2_emmission
Georgia,527.03,Wheat and Wheat Products,163.43,31.17
Georgia,527.03,Rice,2.64,3.38
Georgia,527.03,Soybeans,0.0,0.0
Georgia,527.03,Nuts inc. Peanut Butter,2.47,4.37
Germany,1066.29,Pork,51.81,183.38
Germany,1066.29,Poultry,17.75,19.07
Germany,1066.29,Beef,13.16,406.09
Germany,1066.29,Lamb & Goat,0.73,25.56
Germany,1066.29,Fish,11.16,17.82
Germany,1066.29,Eggs,12.2,11.21
Germany,1066.29,Milk - inc. cheese,258.7,368.49
Germany,1066.29,Wheat and Wheat Products,83.41000000000001,15.91
Germany,1066.29,Rice,3.34,4.2700000000000005
Germany,1066.29,Soybeans,0.88,0.4
Germany,1066.29,Nuts inc. Peanut Butter,7.96,14.09
Ghana,217.87,Pork,1.36,4.81
Ghana,217.87,Poultry,8.629999999999999,9.27
Ghana,217.87,Beef,1.09,33.64
Ghana,217.87,Lamb & Goat,1.74,60.93
Ghana,217.87,Fish,26.05,41.59
Ghana,217.87,Eggs,1.21,1.11
Ghana,217.87,Milk - inc. cheese,9.08,12.93
Ghana,217.87,Wheat and Wheat Products,14.45,2.76
Ghana,217.87,Rice,32.03,40.99
Ghana,217.87,Soybeans,0.01,0.0
Ghana,217.87,Nuts inc. Peanut Butter,5.56,9.84
Greece,1497.29,Pork,28.31,100.2
Greece,1497.29,Poultry,15.739999999999998,16.91
Greece,1497.29,Beef,16.1,496.81
Greece,1497.29,Lamb & Goat,12.47,436.7
Greece,1497.29,Fish,14.42,23.02
Greece,1497.29,Eggs,10.13,9.31
Greece,1497.29,Milk - inc. cheese,255.26,363.59
Greece,1497.29,Wheat and Wheat Products,124.04,23.65
Greece,1497.29,Rice,6.64,8.5
Greece,1497.29,Soybeans,0.02,0.01
Greece,1497.29,Nuts inc. Peanut Butter,10.5,18.59
Grenada,439.85,Pork,11.52,40.78
Grenada,439.85,Poultry,43.51,46.74
Grenada,439.85,Beef,3.46,106.77
Grenada,439.85,Lamb & Goat,1.25,43.77
Grenada,439.85,Fish,27.95,44.63
Grenada,439.85,Eggs,10.34,9.5
Grenada,439.85,Milk - inc. cheese,86.88,123.75
Grenada,439.85,Wheat and Wheat Products,59.59,11.36
Grenada,439.85,Rice,9.56,12.23
Grenada,439.85,Soybeans,0.01,0.0
Grenada,439.85,Nuts inc. Peanut Butter,0.18,0.32
Guatemala,314.98,Pork,4.85,17.17
Guatemala,314.98,Poultry,16.45,17.67
Guatemala,314.98,Beef,5.6,172.8
Guatemala,314.98,Lamb & Goat,0.23,8.05
Guatemala,314.98,Fish,1.08,1.72
Guatemala,314.98,Eggs,14.61,13.42
Guatemala,314.98,Milk - inc. cheese,46.6,66.38
Guatemala,314.98,Wheat and Wheat Products,35.9,6.85
Guatemala,314.98,Rice,5.659999999999999,7.24
Guatemala,314.98,Soybeans,0.32,0.14
Guatemala,314.98,Nuts inc. Peanut Butter,2.0,3.54
Guinea,432.71,Pork,0.16,0.5700000000000001
Guinea,432.71,Poultry,1.83,1.97
Guinea,432.71,Beef,6.26,193.17
Guinea,432.71,Lamb & Goat,1.6,56.03
Guinea,432.71,Fish,9.18,14.66
Guinea,432.71,Eggs,1.95,1.79
Guinea,432.71,Milk - inc. cheese,20.62,29.37
Guinea,432.71,Wheat and Wheat Products,18.55,3.54
Guinea,432.71,Rice,97.12,124.28
Guinea,432.71,Soybeans,0.0,0.0
Guinea,432.71,Nuts inc. Peanut Butter,4.14,7.33
Honduras,434.08,Pork,6.48,22.94
Honduras,434.08,Poultry,20.29,21.8
Honduras,434.08,Beef,7.19,221.87
Honduras,434.08,Lamb & Goat,0.04,1.4
Honduras,434.08,Fish,2.7,4.31
Honduras,434.08,Eggs,5.19,4.7700000000000005
Honduras,434.08,Milk - inc. cheese,91.33,130.09
Honduras,434.08,Wheat and Wheat Products,37.36,7.119999999999999
Honduras,434.08,Rice,14.42,18.45
Honduras,434.08,Soybeans,0.01,0.0
Honduras,434.08,Nuts inc. Peanut Butter,0.75,1.33
Hong Kong SAR. China,1494.28,Pork,67.11,237.54
Hong Kong SAR. China,1494.28,Poultry,54.86,58.93
Hong Kong SAR. China,1494.28,Beef,25.82,796.75
Hong Kong SAR. China,1494.28,Lamb & Goat,2.22,77.74000000000001
Hong Kong SAR. China,1494.28,Fish,42.44,67.76
Hong Kong SAR. China,1494.28,Eggs,14.5,13.32
Hong Kong SAR. China,1494.28,Milk - inc. cheese,105.85,150.76999999999998
Hong Kong SAR. China,1494.28,Wheat and Wheat Products,53.14,10.13
Hong Kong SAR. China,1494.28,Rice,43.48,55.64
Hong Kong SAR. China,1494.28,Soybeans,2.79,1.26
Hong Kong SAR. China,1494.28,Nuts inc. Peanut Butter,13.81,24.44
Hungary,576.79,Pork,34.93,123.63
Hungary,576.79,Poultry,23.78,25.54
Hungary,576.79,Beef,4.96,153.06
Hungary,576.79,Lamb & Goat,0.11,3.85
Hungary,576.79,Fish,4.930000000000001,7.87
Hungary,576.79,Eggs,12.45,11.44
Hungary,576.79,Milk - inc. cheese,159.05,226.55
Hungary,576.79,Wheat and Wheat Products,109.98,20.97
Hungary,576.79,Rice,2.15,2.75
Hungary,576.79,Soybeans,0.01,0.0
Hungary,576.79,Nuts inc. Peanut Butter,0.64,1.13
Iceland,1731.36,Pork,21.69,76.77
Iceland,1731.36,Poultry,26.87,28.86
Iceland,1731.36,Beef,13.36,412.26
Iceland,1731.36,Lamb & Goat,21.12,739.62
Iceland,1731.36,Fish,74.41000000000001,118.81
Iceland,1731.36,Eggs,8.239999999999998,7.57
Iceland,1731.36,Milk - inc. cheese,225.82,321.66
Iceland,1731.36,Wheat and Wheat Products,72.92,13.91
Iceland,1731.36,Rice,3.89,4.98
Iceland,1731.36,Soybeans,0.11,0.05
Iceland,1731.36,Nuts inc. Peanut Butter,3.88,6.87
India,282.62,Pork,0.28,0.99
India,282.62,Poultry,1.88,2.02
India,282.62,Beef,0.81,24.99
India,282.62,Lamb & Goat,0.58,20.31
India,282.62,Fish,4.71,7.52
India,282.62,Eggs,2.58,2.37
India,282.62,Milk - inc. cheese,84.5,120.36
India,282.62,Wheat and Wheat Products,60.56,11.55
India,282.62,Rice,69.49000000000001,88.93
India,282.62,Soybeans,0.39,0.18
India,282.62,Nuts inc. Peanut Butter,1.92,3.4
Indonesia,367.51,Pork,2.98,10.55
Indonesia,367.51,Poultry,7.5,8.06
Indonesia,367.51,Beef,2.59,79.92
Indonesia,367.51,Lamb & Goat,0.46,16.110000000000003
Indonesia,367.51,Fish,25.65,40.95
Indonesia,367.51,Eggs,4.88,4.48
Indonesia,367.51,Milk - inc. cheese,14.82,21.110000000000003
Indonesia,367.51,Wheat and Wheat Products,25.45,4.85
Indonesia,367.51,Rice,134.62,172.26999999999998
Indonesia,367.51,Soybeans,1.12,0.5
Indonesia,367.51,Nuts inc. Peanut Butter,4.92,8.709999999999999
Iran,445.27,Pork,0.0,0.0
Iran,445.27,Poultry,25.38,27.26
Iran,445.27,Beef,3.58,110.47
Iran,445.27,Lamb & Goat,3.69,129.22
Iran,445.27,Fish,9.8,15.65
Iran,445.27,Eggs,7.7,7.07
Iran,445.27,Milk - inc. cheese,46.690000000000005,66.51
Iran,445.27,Wheat and Wheat Products,153.31,29.24
Iran,445.27,Rice,29.95,38.33
Iran,445.27,Soybeans,0.0,0.0
Iran,445.27,Nuts inc. Peanut Butter,12.16,21.52
Ireland,1459.67,Pork,32.4,114.68
Ireland,1459.67,Poultry,26.26,28.21
Ireland,1459.67,Beef,22.35,689.6700000000001
Ireland,1459.67,Lamb & Goat,4.1,143.58
Ireland,1459.67,Fish,17.39,27.77
Ireland,1459.67,Eggs,8.96,8.229999999999999
Ireland,1459.67,Milk - inc. cheese,291.86,415.73
Ireland,1459.67,Wheat and Wheat Products,107.98,20.59
Ireland,1459.67,Rice,3.0,3.84
Ireland,1459.67,Soybeans,0.25,0.11
Ireland,1459.67,Nuts inc. Peanut Butter,4.1,7.26
Israel,1405.71,Pork,1.99,7.04
Israel,1405.71,Poultry,62.5,67.14
Israel,1405.71,Beef,28.78,888.09
Israel,1405.71,Lamb & Goat,1.87,65.49000000000001
Israel,1405.71,Fish,22.18,35.41
Israel,1405.71,Eggs,11.35,10.43
Israel,1405.71,Milk - inc. cheese,193.6,275.76
Israel,1405.71,Wheat and Wheat Products,110.86,21.14
Israel,1405.71,Rice,16.810000000000002,21.51
Israel,1405.71,Soybeans,0.1,0.05
Israel,1405.71,Nuts inc. Peanut Butter,7.71,13.65
Italy,1206.33,Pork,40.28,142.57
Italy,1206.33,Poultry,18.610000000000003,19.99
Italy,1206.33,Beef,18.6,573.9599999999999
Italy,1206.33,Lamb & Goat,0.92,32.220000000000006
Italy,1206.33,Fish,15.6,24.91
Italy,1206.33,Eggs,13.34,12.25
Italy,1206.33,Milk - inc. cheese,246.88,351.66
Italy,1206.33,Wheat and Wheat Products,146.37,27.91
Italy,1206.33,Rice,5.74,7.35
Italy,1206.33,Soybeans,0.01,0.0
Italy,1206.33,Nuts inc. Peanut Butter,7.63,13.51
Jamaica,450.83,Pork,3.99,14.12
Jamaica,450.83,Poultry,52.51,56.41
Jamaica,450.83,Beef,3.97,122.51
Jamaica,450.83,Lamb & Goat,1.26,44.13
Jamaica,450.83,Fish,21.95,35.05
Jamaica,450.83,Eggs,2.27,2.09
Jamaica,450.83,Milk - inc. cheese,91.13,129.81
Jamaica,450.83,Wheat and Wheat Products,70.66999999999999,13.48
Jamaica,450.83,Rice,23.45,30.01
Jamaica,450.83,Soybeans,0.0,0.0
Jamaica,450.83,Nuts inc. Peanut Butter,1.82,3.22
Japan,644.0400000000001,Pork,20.62,72.98
Japan,644.0400000000001,Poultry,19.42,20.86
Japan,644.0400000000001,Beef,9.15,282.35
Japan,644.0400000000001,Lamb & Goat,0.14,4.9
Japan,644.0400000000001,Fish,31.1,49.66
Japan,644.0400000000001,Eggs,19.15,17.59
Japan,644.0400000000001,Milk - inc. cheese,72.06,102.64
Japan,644.0400000000001,Wheat and Wheat Products,45.04,8.59
Japan,644.0400000000001,Rice,59.85,76.59
Japan,644.0400000000001,Soybeans,7.34,3.3
Japan,644.0400000000001,Nuts inc. Peanut Butter,2.59,4.58
Jordan,587.96,Pork,0.02,0.07
Jordan,587.96,Poultry,33.39,35.87
Jordan,587.96,Beef,5.609999999999999,173.11
Jordan,587.96,Lamb & Goat,5.68,198.91
Jordan,587.96,Fish,5.13,8.19
Jordan,587.96,Eggs,3.92,3.6
Jordan,587.96,Milk - inc. cheese,77.67999999999999,110.65
Jordan,587.96,Wheat and Wheat Products,136.73999999999998,26.08
Jordan,587.96,Rice,19.67,25.17
Jordan,587.96,Soybeans,0.02,0.01
Jordan,587.96,Nuts inc. Peanut Butter,3.56,6.3
Kazakhstan,1575.08,Pork,10.36,36.67
Kazakhstan,1575.08,Poultry,18.38,19.74
Kazakhstan,1575.08,Beef,23.38,721.4599999999999
Kazakhstan,1575.08,Lamb & Goat,9.56,334.79
Kazakhstan,1575.08,Fish,5.21,8.32
Kazakhstan,1575.08,Eggs,8.29,7.619999999999999
Kazakhstan,1575.08,Milk - inc. cheese,288.12,410.4
Kazakhstan,1575.08,Wheat and Wheat Products,92.31,17.6
Kazakhstan,1575.08,Rice,7.319999999999999,9.37
Kazakhstan,1575.08,Soybeans,0.03,0.01
Kazakhstan,1575.08,Nuts inc. Peanut Butter,5.14,9.1
Kenya,530.84,Pork,0.29,1.03
Kenya,530.84,Poultry,0.47,0.5
Kenya,530.84,Beef,9.54,294.38
Kenya,530.84,Lamb & Goat,1.86,65.14
Kenya,530.84,Fish,4.2700000000000005,6.819999999999999
Kenya,530.84,Eggs,1.84,1.6900000000000002
Kenya,530.84,Milk - inc. cheese,94.86,135.12
Kenya,530.84,Wheat and Wheat Products,34.65,6.609999999999999
Kenya,530.84,Rice,12.94,16.56
Kenya,530.84,Soybeans,0.2,0.09
Kenya,530.84,Nuts inc. Peanut Butter,1.64,2.9
Kuwait,1345.44,Pork,0.0,0.0
Kuwait,1345.44,Poultry,53.61,57.59
Kuwait,1345.44,Beef,13.03,402.08
Kuwait,1345.44,Lamb & Goat,15.61,546.66
Kuwait,1345.44,Fish,11.99,19.14
Kuwait,1345.44,Eggs,12.6,11.57
Kuwait,1345.44,Milk - inc. cheese,157.66,224.57
Kuwait,1345.44,Wheat and Wheat Products,96.76,18.45
Kuwait,1345.44,Rice,43.83,56.09
Kuwait,1345.44,Soybeans,0.06,0.03
Kuwait,1345.44,Nuts inc. Peanut Butter,5.23,9.26
Latvia,633.58,Pork,34.96,123.74
Latvia,633.58,Poultry,20.53,22.05
Latvia,633.58,Beef,5.109999999999999,157.68
Latvia,633.58,Lamb & Goat,0.3399999999999999,11.91
Latvia,633.58,Fish,21.3,34.01
Latvia,633.58,Eggs,14.03,12.89
Latvia,633.58,Milk - inc. cheese,174.11,248.0
Latvia,633.58,Wheat and Wheat Products,72.13,13.76
Latvia,633.58,Rice,2.21,2.83
Latvia,633.58,Soybeans,0.04,0.02
Latvia,633.58,Nuts inc. Peanut Butter,3.78,6.69
Liberia,203.38,Pork,4.01,14.19
Liberia,203.38,Poultry,8.91,9.57
Liberia,203.38,Beef,0.7799999999999999,24.07
Liberia,203.38,Lamb & Goat,0.48,16.810000000000002
Liberia,203.38,Fish,4.13,6.59
Liberia,203.38,Eggs,2.05,1.88
Liberia,203.38,Milk - inc. cheese,3.04,4.33
Liberia,203.38,Wheat and Wheat Products,10.95,2.09
Liberia,203.38,Rice,94.75,121.25
Liberia,203.38,Soybeans,0.63,0.28
Liberia,203.38,Nuts inc. Peanut Butter,1.31,2.32
Lithuania,868.9000000000001,Pork,45.67,161.65
Lithuania,868.9000000000001,Poultry,26.84,28.83
Lithuania,868.9000000000001,Beef,4.49,138.55
Lithuania,868.9000000000001,Lamb & Goat,0.24,8.4
Lithuania,868.9000000000001,Fish,42.39,67.67999999999999
Lithuania,868.9000000000001,Eggs,13.11,12.04
Lithuania,868.9000000000001,Milk - inc. cheese,295.46,420.85
Lithuania,868.9000000000001,Wheat and Wheat Products,121.59,23.19
Lithuania,868.9000000000001,Rice,3.07,3.93
Lithuania,868.9000000000001,Soybeans,0.02,0.01
Lithuania,868.9000000000001,Nuts inc. Peanut Butter,2.13,3.77
Luxembourg,1598.41,Pork,43.58,154.25
Luxembourg,1598.41,Poultry,21.37,22.96
Luxembourg,1598.41,Beef,29.88,922.03
Luxembourg,1598.41,Lamb & Goat,1.6700000000000002,58.48
Luxembourg,1598.41,Fish,23.09,36.87
Luxembourg,1598.41,Eggs,14.64,13.45
Luxembourg,1598.41,Milk - inc. cheese,255.3,363.65
Luxembourg,1598.41,Wheat and Wheat Products,103.2,19.68
Luxembourg,1598.41,Rice,4.2,5.37
Luxembourg,1598.41,Soybeans,0.04,0.02
Luxembourg,1598.41,Nuts inc. Peanut Butter,0.93,1.65
Macedonia,600.75,Pork,10.35,36.63
Macedonia,600.75,Poultry,18.77,20.16
Macedonia,600.75,Beef,7.689999999999999,237.3
Macedonia,600.75,Lamb & Goat,0.94,32.92
Macedonia,600.75,Fish,5.470000000000001,8.729999999999999
Macedonia,600.75,Eggs,6.38,5.859999999999999
Macedonia,600.75,Milk - inc. cheese,157.93,224.96
Macedonia,600.75,Wheat and Wheat Products,104.8,19.99
Macedonia,600.75,Rice,2.81,3.6
Macedonia,600.75,Soybeans,0.46,0.21
Macedonia,600.75,Nuts inc. Peanut Butter,5.87,10.39
Madagascar,440.75,Pork,2.56,9.06
Madagascar,440.75,Poultry,3.14,3.37
Madagascar,440.75,Beef,7.51,231.74
Madagascar,440.75,Lamb & Goat,0.5700000000000001,19.96
Madagascar,440.75,Fish,4.41,7.04
Madagascar,440.75,Eggs,0.71,0.65
Madagascar,440.75,Milk - inc. cheese,24.84,35.379999999999995
Madagascar,440.75,Wheat and Wheat Products,9.01,1.72
Madagascar,440.75,Rice,102.53,131.20999999999998
Madagascar,440.75,Soybeans,0.0,0.0
Madagascar,440.75,Nuts inc. Peanut Butter,0.35,0.62
Malawi,207.94,Pork,5.45,19.29
Malawi,207.94,Poultry,1.38,1.48
Malawi,207.94,Beef,2.35,72.52
Malawi,207.94,Lamb & Goat,2.07,72.49000000000001
Malawi,207.94,Fish,7.33,11.7
Malawi,207.94,Eggs,1.08,0.99
Malawi,207.94,Milk - inc. cheese,7.98,11.37
Malawi,207.94,Wheat and Wheat Products,11.77,2.24
Malawi,207.94,Rice,4.75,6.08
Malawi,207.94,Soybeans,1.76,0.7899999999999999
Malawi,207.94,Nuts inc. Peanut Butter,5.08,8.99
Malaysia,554.64,Pork,7.76,27.47
Malaysia,554.64,Poultry,41.01,44.05
Malaysia,554.64,Beef,6.52,201.19
Malaysia,554.64,Lamb & Goat,0.94,32.92
Malaysia,554.64,Fish,49.43,78.92
Malaysia,554.64,Eggs,16.57,15.22
Malaysia,554.64,Milk - inc. cheese,25.28,36.01
Malaysia,554.64,Wheat and Wheat Products,51.04,9.73
Malaysia,554.64,Rice,81.25,103.98
Malaysia,554.64,Soybeans,0.04,0.02
Malaysia,554.64,Nuts inc. Peanut Butter,2.9,5.13
Maldives,903.46,Pork,1.22,4.319999999999999
Maldives,903.46,Poultry,18.47,19.84
Maldives,903.46,Beef,9.44,291.3
Maldives,903.46,Lamb & Goat,0.7,24.51
Maldives,903.46,Fish,179.70999999999998,286.94
Maldives,903.46,Eggs,10.79,9.91
Maldives,903.46,Milk - inc. cheese,111.47,158.78
Maldives,903.46,Wheat and Wheat Products,77.77,14.83
Maldives,903.46,Rice,50.73,64.92
Maldives,903.46,Soybeans,0.2,0.09
Maldives,903.46,Nuts inc. Peanut Butter,15.83,28.02
Malta,1147.91,Pork,34.24,121.19
Malta,1147.91,Poultry,26.4,28.36
Malta,1147.91,Beef,19.22,593.09
Malta,1147.91,Lamb & Goat,1.1900000000000002,41.67
Malta,1147.91,Fish,24.58,39.25
Malta,1147.91,Eggs,11.64,10.69
Malta,1147.91,Milk - inc. cheese,190.06,270.72
Malta,1147.91,Wheat and Wheat Products,139.58,26.62
Malta,1147.91,Rice,4.96,6.35
Malta,1147.91,Soybeans,0.05,0.02
Malta,1147.91,Nuts inc. Peanut Butter,5.619999999999999,9.95
Mauritius,672.07,Pork,4.08,14.44
Mauritius,672.07,Poultry,38.51,41.37
Mauritius,672.07,Beef,5.99,184.84
Mauritius,672.07,Lamb & Goat,4.08,142.88000000000002
Mauritius,672.07,Fish,19.66,31.39
Mauritius,672.07,Eggs,6.319999999999999,5.81
Mauritius,672.07,Milk - inc. cheese,117.27,167.04
Mauritius,672.07,Wheat and Wheat Products,114.02,21.74
Mauritius,672.07,Rice,45.56,58.3
Mauritius,672.07,Soybeans,0.3,0.14
Mauritius,672.07,Nuts inc. Peanut Butter,2.33,4.119999999999999
Mexico,797.13,Pork,15.23,53.91
Mexico,797.13,Poultry,30.12,32.349999999999994
Mexico,797.13,Beef,15.33,473.05
Mexico,797.13,Lamb & Goat,0.89,31.17
Mexico,797.13,Fish,7.56,12.07
Mexico,797.13,Eggs,18.34,16.85
Mexico,797.13,Milk - inc. cheese,111.87,159.35000000000002
Mexico,797.13,Wheat and Wheat Products,35.21,6.71
Mexico,797.13,Rice,5.64,7.22
Mexico,797.13,Soybeans,0.02,0.01
Mexico,797.13,Nuts inc. Peanut Butter,2.51,4.44
Morocco,576.42,Pork,0.01,0.04
Morocco,576.42,Poultry,20.77,22.31
Morocco,576.42,Beef,8.04,248.1
Morocco,576.42,Lamb & Goat,4.359999999999999,152.69
Morocco,576.42,Fish,17.439999999999998,27.85
Morocco,576.42,Eggs,6.68,6.14
Morocco,576.42,Milk - inc. cheese,54.68,77.89
Morocco,576.42,Wheat and Wheat Products,179.7,34.27
Morocco,576.42,Rice,1.1,1.41
Morocco,576.42,Soybeans,0.0,0.0
Morocco,576.42,Nuts inc. Peanut Butter,3.23,5.72
Mozambique,141.4,Pork,5.13,18.16
Mozambique,141.4,Poultry,1.41,1.51
Mozambique,141.4,Beef,1.04,32.09
Mozambique,141.4,Lamb & Goat,0.9,31.52
Mozambique,141.4,Fish,7.74,12.36
Mozambique,141.4,Eggs,1.7,1.56
Mozambique,141.4,Milk - inc. cheese,4.79,6.819999999999999
Mozambique,141.4,Wheat and Wheat Products,14.65,2.79
Mozambique,141.4,Rice,23.41,29.96
Mozambique,141.4,Soybeans,0.03,0.01
Mozambique,141.4,Nuts inc. Peanut Butter,2.61,4.619999999999999
Myanmar,563.8,Pork,11.31,40.03
Myanmar,563.8,Poultry,21.87,23.49
Myanmar,563.8,Beef,4.94,152.44
Myanmar,563.8,Lamb & Goat,0.89,31.17
Myanmar,563.8,Fish,54.260000000000005,86.64
Myanmar,563.8,Eggs,6.45,5.92
Myanmar,563.8,Milk - inc. cheese,31.48,44.84
Myanmar,563.8,Wheat and Wheat Products,6.22,1.1900000000000002
Myanmar,563.8,Rice,132.8,169.94
Myanmar,563.8,Soybeans,0.38,0.17
Myanmar,563.8,Nuts inc. Peanut Butter,4.5,7.970000000000001
Namibia,362.11,Pork,4.21,14.9
Namibia,362.11,Poultry,12.19,13.09
Namibia,362.11,Beef,3.75,115.72
Namibia,362.11,Lamb & Goat,2.27,79.5
Namibia,362.11,Fish,10.7,17.08
Namibia,362.11,Eggs,1.63,1.5
Namibia,362.11,Milk - inc. cheese,73.05,104.05
Namibia,362.11,Wheat and Wheat Products,36.260000000000005,6.91
Namibia,362.11,Rice,6.31,8.07
Namibia,362.11,Soybeans,0.07,0.03
Namibia,362.11,Nuts inc. Peanut Butter,0.71,1.26
Nepal,526.22,Pork,0.6699999999999999,2.37
Nepal,526.22,Poultry,1.56,1.6800000000000002
Nepal,526.22,Beef,7.89,243.47
Nepal,526.22,Lamb & Goat,2.1,73.54
Nepal,526.22,Fish,2.17,3.46
Nepal,526.22,Eggs,1.42,1.3
Nepal,526.22,Milk - inc. cheese,52.1,74.21000000000001
Nepal,526.22,Wheat and Wheat Products,50.46,9.62
Nepal,526.22,Rice,87.75,112.29
Nepal,526.22,Soybeans,0.01,0.0
Nepal,526.22,Nuts inc. Peanut Butter,2.42,4.28
Netherlands,1292.82,Pork,36.36,128.7
Netherlands,1292.82,Poultry,23.9,25.67
Netherlands,1292.82,Beef,17.67,545.26
Netherlands,1292.82,Lamb & Goat,0.94,32.92
Netherlands,1292.82,Fish,18.64,29.76
Netherlands,1292.82,Eggs,14.03,12.89
Netherlands,1292.82,Milk - inc. cheese,341.47,486.39
Netherlands,1292.82,Wheat and Wheat Products,70.16999999999999,13.38
Netherlands,1292.82,Rice,2.93,3.75
Netherlands,1292.82,Soybeans,0.12,0.05
Netherlands,1292.82,Nuts inc. Peanut Butter,7.94,14.05
New Caledonia,918.62,Pork,19.9,70.44000000000001
New Caledonia,918.62,Poultry,44.36,47.65
New Caledonia,918.62,Beef,16.07,495.89
New Caledonia,918.62,Lamb & Goat,1.95,68.29
New Caledonia,918.62,Fish,19.38,30.94
New Caledonia,918.62,Eggs,8.850000000000001,8.129999999999999
New Caledonia,918.62,Milk - inc. cheese,108.0,153.84
New Caledonia,918.62,Wheat and Wheat Products,81.75,15.59
New Caledonia,918.62,Rice,17.47,22.36
New Caledonia,918.62,Soybeans,0.55,0.25
New Caledonia,918.62,Nuts inc. Peanut Butter,2.96,5.24
New Zealand,1750.95,Pork,22.29,78.9
New Zealand,1750.95,Poultry,34.98,37.58
New Zealand,1750.95,Beef,22.49,693.99
New Zealand,1750.95,Lamb & Goat,18.91,662.23
New Zealand,1750.95,Fish,20.36,32.51
New Zealand,1750.95,Eggs,9.91,9.1
New Zealand,1750.95,Milk - inc. cheese,137.25,195.5
New Zealand,1750.95,Wheat and Wheat Products,76.91000000000001,14.67
New Zealand,1750.95,Rice,9.16,11.72
New Zealand,1750.95,Soybeans,0.44,0.2
New Zealand,1750.95,Nuts inc. Peanut Butter,8.219999999999999,14.55
Nicaragua,377.69,Pork,3.38,11.96
Nicaragua,377.69,Poultry,21.31,22.89
Nicaragua,377.69,Beef,4.73,145.96
Nicaragua,377.69,Lamb & Goat,0.01,0.35
Nicaragua,377.69,Fish,3.59,5.73
Nicaragua,377.69,Eggs,4.9,4.5
Nicaragua,377.69,Milk - inc. cheese,85.16,121.3
Nicaragua,377.69,Wheat and Wheat Products,28.17,5.37
Nicaragua,377.69,Rice,43.33,55.45
Nicaragua,377.69,Soybeans,0.01,0.0
Nicaragua,377.69,Nuts inc. Peanut Butter,2.36,4.18
Niger,542.8900000000001,Pork,0.09,0.32
Niger,542.8900000000001,Poultry,1.08,1.16
Niger,542.8900000000001,Beef,8.97,276.8
Niger,542.8900000000001,Lamb & Goat,4.17,146.03
Niger,542.8900000000001,Fish,2.7,4.31
Niger,542.8900000000001,Eggs,0.3,0.28
Niger,542.8900000000001,Milk - inc. cheese,58.92,83.93
Niger,542.8900000000001,Wheat and Wheat Products,4.79,0.91
Niger,542.8900000000001,Rice,13.17,16.85
Niger,542.8900000000001,Soybeans,0.0,0.0
Niger,542.8900000000001,Nuts inc. Peanut Butter,6.95,12.3
