country,co2_emmission_all,food_category,consumption,co2_emmission
Nigeria,267.79,Pork,1.47,5.2
Nigeria,267.79,Poultry,1.73,1.86
Nigeria,267.79,Beef,2.33,71.9
Nigeria,267.79,Lamb & Goat,2.72,95.25
Nigeria,267.79,Fish,16.03,25.59
Nigeria,267.79,Eggs,3.46,3.18
Nigeria,267.79,Milk - inc. cheese,7.91,11.27
Nigeria,267.79,Wheat and Wheat Products,20.82,3.97
Nigeria,267.79,Rice,28.23,36.13
Nigeria,267.79,Soybeans,2.6,1.1700000000000002
Nigeria,267.79,Nuts inc. Peanut Butter,6.930000000000001,12.27
Norway,1381.89,Pork,23.51,83.21000000000001
Norway,1381.89,Poultry,21.01,22.57
Norway,1381.89,Beef,19.83,611.91
Norway,1381.89,Lamb & Goat,5.34,187.01
Norway,1381.89,Fish,38.18,60.96
Norway,1381.89,Eggs,11.41,10.48
Norway,1381.89,Milk - inc. cheese,261.34000000000003,372.25
Norway,1381.89,Wheat and Wheat Products,97.12,18.52
Norway,1381.89,Rice,4.359999999999999,5.58
Norway,1381.89,Soybeans,0.11,0.05
Norway,1381.89,Nuts inc. Peanut Butter,5.28,9.35
Oman,1296.7,Pork,0.01,0.04
Oman,1296.7,Poultry,31.51,33.849999999999994
Oman,1296.7,Beef,15.1,465.95
Oman,1296.7,Lamb & Goat,12.87,450.71
Oman,1296.7,Fish,21.56,34.42
Oman,1296.7,Eggs,7.8,7.17
Oman,1296.7,Milk - inc. cheese,152.28,216.91
Oman,1296.7,Wheat and Wheat Products,64.1,12.22
Oman,1296.7,Rice,56.55,72.36999999999999
Oman,1296.7,Soybeans,0.21,0.09
Oman,1296.7,Nuts inc. Peanut Butter,1.6800000000000002,2.97
Pakistan,669.07,Pork,0.0,0.0
Pakistan,669.07,Poultry,5.01,5.38
Pakistan,669.07,Beef,8.82,272.17
Pakistan,669.07,Lamb & Goat,2.46,86.14999999999999
Pakistan,669.07,Fish,1.87,2.99
Pakistan,669.07,Eggs,2.95,2.71
Pakistan,669.07,Milk - inc. cheese,183.13,260.85
Pakistan,669.07,Wheat and Wheat Products,113.63,21.67
Pakistan,669.07,Rice,12.25,15.68
Pakistan,669.07,Soybeans,0.0,0.0
Pakistan,669.07,Nuts inc. Peanut Butter,0.8300000000000001,1.47
Panama,928.46,Pork,13.48,47.71
Panama,928.46,Poultry,30.81,33.1
Panama,928.46,Beef,20.4,629.5
Panama,928.46,Lamb & Goat,0.01,0.35
Panama,928.46,Fish,11.05,17.64
Panama,928.46,Eggs,4.53,4.159999999999999
Panama,928.46,Milk - inc. cheese,70.29,100.12
Panama,928.46,Wheat and Wheat Products,38.96,7.430000000000001
Panama,928.46,Rice,66.42,85.0
Panama,928.46,Soybeans,3.53,1.59
Panama,928.46,Nuts inc. Peanut Butter,1.05,1.86
Paraguay,876.6700000000001,Pork,26.24,92.88
Paraguay,876.6700000000001,Poultry,6.39,6.859999999999999
Paraguay,876.6700000000001,Beef,19.81,611.2900000000001
Paraguay,876.6700000000001,Lamb & Goat,0.56,19.610000000000003
Paraguay,876.6700000000001,Fish,3.6,5.75
Paraguay,876.6700000000001,Eggs,18.83,17.3
Paraguay,876.6700000000001,Milk - inc. cheese,75.72,107.86
Paraguay,876.6700000000001,Wheat and Wheat Products,31.51,6.01
Paraguay,876.6700000000001,Rice,4.91,6.28
Paraguay,876.6700000000001,Soybeans,0.0,0.0
Paraguay,876.6700000000001,Nuts inc. Peanut Butter,1.6,2.83
Peru,402.84,Pork,3.85,13.63
Peru,402.84,Poultry,11.72,12.59
Peru,402.84,Beef,4.69,144.72
Peru,402.84,Lamb & Goat,1.0,35.02
Peru,402.84,Fish,15.739999999999998,25.130000000000003
Peru,402.84,Eggs,8.76,8.05
Peru,402.84,Milk - inc. cheese,62.15,88.53
Peru,402.84,Wheat and Wheat Products,56.120000000000005,10.7
Peru,402.84,Rice,48.92,62.6
Peru,402.84,Soybeans,1.59,0.72
Peru,402.84,Nuts inc. Peanut Butter,0.65,1.15
Philippines,455.28,Pork,18.4,65.13
Philippines,455.28,Poultry,11.91,12.79
Philippines,455.28,Beef,4.06,125.28
Philippines,455.28,Lamb & Goat,0.56,19.610000000000003
Philippines,455.28,Fish,28.51,45.52
Philippines,455.28,Eggs,4.02,3.69
Philippines,455.28,Milk - inc. cheese,15.66,22.31
Philippines,455.28,Wheat and Wheat Products,23.12,4.41
Philippines,455.28,Rice,119.44,152.85000000000002
Philippines,455.28,Soybeans,0.03,0.01
Philippines,455.28,Nuts inc. Peanut Butter,2.08,3.68
Poland,607.4,Pork,46.190000000000005,163.49
Poland,607.4,Poultry,27.41,29.44
Poland,607.4,Beef,2.32,71.59
Poland,607.4,Lamb & Goat,0.02,0.7
Poland,607.4,Fish,10.49,16.75
Poland,607.4,Eggs,7.53,6.92
Poland,607.4,Milk - inc. cheese,205.39,292.56
Poland,607.4,Wheat and Wheat Products,108.83,20.75
Poland,607.4,Rice,0.95,1.22
Poland,607.4,Soybeans,0.06,0.03
Poland,607.4,Nuts inc. Peanut Butter,2.23,3.95
Portugal,1174.28,Pork,37.91,134.18
Portugal,1174.28,Poultry,30.14,32.379999999999995
Portugal,1174.28,Beef,16.45,507.61
Portugal,1174.28,Lamb & Goat,2.38,83.35
Portugal,1174.28,Fish,45.39,72.47
Portugal,1174.28,Eggs,9.05,8.31
Portugal,1174.28,Milk - inc. cheese,205.04,292.06
Portugal,1174.28,Wheat and Wheat Products,94.3,17.979999999999997
Portugal,1174.28,Rice,14.86,19.02
Portugal,1174.28,Soybeans,0.01,0.0
Portugal,1174.28,Nuts inc. Peanut Butter,3.91,6.92
Romania,766.3000000000001,Pork,25.31,89.58
Romania,766.3000000000001,Poultry,15.38,16.52
Romania,766.3000000000001,Beef,4.78,147.5
Romania,766.3000000000001,Lamb & Goat,3.41,119.42
Romania,766.3000000000001,Fish,6.07,9.69
Romania,766.3000000000001,Eggs,12.94,11.89
Romania,766.3000000000001,Milk - inc. cheese,238.33,339.48
Romania,766.3000000000001,Wheat and Wheat Products,134.87,25.72
Romania,766.3000000000001,Rice,2.59,3.31
Romania,766.3000000000001,Soybeans,0.01,0.0
Romania,766.3000000000001,Nuts inc. Peanut Butter,1.8,3.19
Russia,1007.66,Pork,25.66,90.82
Russia,1007.66,Poultry,27.5,29.54
Russia,1007.66,Beef,16.979999999999997,523.97
Russia,1007.66,Lamb & Goat,1.4,49.03
Russia,1007.66,Fish,20.82,33.24
Russia,1007.66,Eggs,15.43,14.17
Russia,1007.66,Milk - inc. cheese,163.57,232.99
Russia,1007.66,Wheat and Wheat Products,130.99,24.98
Russia,1007.66,Rice,4.71,6.03
Russia,1007.66,Soybeans,0.05,0.02
Russia,1007.66,Nuts inc. Peanut Butter,1.62,2.87
Rwanda,181.63,Pork,0.76,2.69
Rwanda,181.63,Poultry,1.34,1.44
Rwanda,181.63,Beef,2.53,78.07
Rwanda,181.63,Lamb & Goat,1.93,67.59
Rwanda,181.63,Fish,3.88,6.2
Rwanda,181.63,Eggs,0.16,0.15
Rwanda,181.63,Milk - inc. cheese,7.23,10.3
Rwanda,181.63,Wheat and Wheat Products,11.34,2.16
Rwanda,181.63,Rice,8.7,11.13
Rwanda,181.63,Soybeans,1.93,0.8700000000000001
Rwanda,181.63,Nuts inc. Peanut Butter,0.58,1.03
Saudi Arabia,692.86,Pork,0.0,0.0
Saudi Arabia,692.86,Poultry,49.05,52.690000000000005
Saudi Arabia,692.86,Beef,6.45,199.03
Saudi Arabia,692.86,Lamb & Goat,6.54,229.03
Saudi Arabia,692.86,Fish,11.99,19.14
Saudi Arabia,692.86,Eggs,5.37,4.930000000000001
Saudi Arabia,692.86,Milk - inc. cheese,83.64999999999999,119.15
Saudi Arabia,692.86,Wheat and Wheat Products,89.47,17.06
Saudi Arabia,692.86,Rice,36.02,46.09
Saudi Arabia,692.86,Soybeans,0.05,0.02
Saudi Arabia,692.86,Nuts inc. Peanut Butter,3.23,5.72
Senegal,469.43,Pork,0.94,3.33
Senegal,469.43,Poultry,4.619999999999999,4.96
Senegal,469.43,Beef,5.85,180.52
Senegal,469.43,Lamb & Goat,3.19,111.71
Senegal,469.43,Fish,22.94,36.63
Senegal,469.43,Eggs,1.63,1.5
Senegal,469.43,Milk - inc. cheese,16.86,24.02
Senegal,469.43,Wheat and Wheat Products,37.32,7.119999999999999
Senegal,469.43,Rice,72.29,92.51
Senegal,469.43,Soybeans,0.0,0.0
Senegal,469.43,Nuts inc. Peanut Butter,4.03,7.13
Serbia,723.34,Pork,32.04,113.41
Serbia,723.34,Poultry,10.64,11.43
Serbia,723.34,Beef,7.05,217.55
Serbia,723.34,Lamb & Goat,3.56,124.67
Serbia,723.34,Fish,5.59,8.93
Serbia,723.34,Eggs,8.89,8.17
Serbia,723.34,Milk - inc. cheese,148.53,211.57
Serbia,723.34,Wheat and Wheat Products,105.88,20.19
Serbia,723.34,Rice,1.22,1.56
Serbia,723.34,Soybeans,0.0,0.0
Serbia,723.34,Nuts inc. Peanut Butter,3.31,5.859999999999999
Sierra Leone,300.41,Pork,1.22,4.319999999999999
Sierra Leone,300.41,Poultry,4.970000000000001,5.34
Sierra Leone,300.41,Beef,1.99,61.41
Sierra Leone,300.41,Lamb & Goat,0.65,22.76
Sierra Leone,300.41,Fish,32.03,51.14
Sierra Leone,300.41,Eggs,1.92,1.76
Sierra Leone,300.41,Milk - inc. cheese,7.0,9.97
Sierra Leone,300.41,Wheat and Wheat Products,8.719999999999999,1.66
Sierra Leone,300.41,Rice,103.3,132.19
Sierra Leone,300.41,Soybeans,0.0,0.0
Sierra Leone,300.41,Nuts inc. Peanut Butter,5.57,9.86
Slovakia,560.34,Pork,31.78,112.49
Slovakia,560.34,Poultry,15.13,16.25
Slovakia,560.34,Beef,5.19,160.15
Slovakia,560.34,Lamb & Goat,0.16,5.6
Slovakia,560.34,Fish,8.39,13.4
Slovakia,560.34,Eggs,16.05,14.739999999999998
Slovakia,560.34,Milk - inc. cheese,143.14,203.89
Slovakia,560.34,Wheat and Wheat Products,123.62,23.57
Slovakia,560.34,Rice,2.88,3.69
Slovakia,560.34,Soybeans,0.02,0.01
Slovakia,560.34,Nuts inc. Peanut Butter,3.7,6.55
Slovenia,1111.5600000000002,Pork,28.19,99.78
Slovenia,1111.5600000000002,Poultry,23.46,25.2
Slovenia,1111.5600000000002,Beef,18.43,568.71
Slovenia,1111.5600000000002,Lamb & Goat,0.7899999999999999,27.67
Slovenia,1111.5600000000002,Fish,7.76,12.39
Slovenia,1111.5600000000002,Eggs,9.36,8.6
Slovenia,1111.5600000000002,Milk - inc. cheese,235.01,334.75
Slovenia,1111.5600000000002,Wheat and Wheat Products,103.43,19.72
Slovenia,1111.5600000000002,Rice,3.95,5.05
Slovenia,1111.5600000000002,Soybeans,0.75,0.3399999999999999
Slovenia,1111.5600000000002,Nuts inc. Peanut Butter,5.28,9.35
South Africa,892.4100000000001,Pork,4.159999999999999,14.72
South Africa,892.4100000000001,Poultry,37.57,40.36
South Africa,892.4100000000001,Beef,18.03,556.37
South Africa,892.4100000000001,Lamb & Goat,4.28,149.89
South Africa,892.4100000000001,Fish,5.56,8.88
South Africa,892.4100000000001,Eggs,7.21,6.619999999999999
South Africa,892.4100000000001,Milk - inc. cheese,55.75,79.41000000000001
South Africa,892.4100000000001,Wheat and Wheat Products,60.13,11.47
South Africa,892.4100000000001,Rice,17.41,22.28
South Africa,892.4100000000001,Soybeans,1.27,0.5700000000000001
South Africa,892.4100000000001,Nuts inc. Peanut Butter,1.04,1.84
South Korea,822.05,Pork,32.760000000000005,115.95
South Korea,822.05,Poultry,16.0,17.19
South Korea,822.05,Beef,14.53,448.37
South Korea,822.05,Lamb & Goat,0.14,4.9
South Korea,822.05,Fish,33.09,52.83
South Korea,822.05,Eggs,11.239999999999998,10.33
South Korea,822.05,Milk - inc. cheese,29.05,41.38
South Korea,822.05,Wheat and Wheat Products,50.84,9.7
South Korea,822.05,Rice,85.17999999999999,109.0
South Korea,822.05,Soybeans,8.350000000000001,3.76
South Korea,822.05,Nuts inc. Peanut Butter,4.88,8.639999999999999
Spain,988.47,Pork,48.92,173.15
Spain,988.47,Poultry,28.630000000000003,30.75
Spain,988.47,Beef,12.15,374.92
Spain,988.47,Lamb & Goat,2.16,75.64
Spain,988.47,Fish,28.83,46.03
Spain,988.47,Eggs,13.32,12.239999999999998
Spain,988.47,Milk - inc. cheese,164.29,234.01
Spain,988.47,Wheat and Wheat Products,93.88,17.9
Spain,988.47,Rice,8.32,10.65
Spain,988.47,Soybeans,0.02,0.01
Spain,988.47,Nuts inc. Peanut Butter,7.44,13.17
Sri Lanka,294.46,Pork,0.05,0.18
Sri Lanka,294.46,Poultry,4.96,5.33
Sri Lanka,294.46,Beef,1.38,42.58
Sri Lanka,294.46,Lamb & Goat,0.09,3.15
Sri Lanka,294.46,Fish,24.92,39.790000000000006
Sri Lanka,294.46,Eggs,4.57,4.2
Sri Lanka,294.46,Milk - inc. cheese,34.98,49.83
Sri Lanka,294.46,Wheat and Wheat Products,37.01,7.06
Sri Lanka,294.46,Rice,109.72,140.41
Sri Lanka,294.46,Soybeans,0.0,0.0
Sri Lanka,294.46,Nuts inc. Peanut Butter,1.09,1.93
Swaziland,678.94,Pork,2.43,8.6
Swaziland,678.94,Poultry,6.18,6.64
Swaziland,678.94,Beef,15.1,465.95
Swaziland,678.94,Lamb & Goat,1.94,67.94000000000001
Swaziland,678.94,Fish,1.26,2.01
Swaziland,678.94,Eggs,1.5,1.38
Swaziland,678.94,Milk - inc. cheese,56.6,80.61999999999999
Swaziland,678.94,Wheat and Wheat Products,37.15,7.08
Swaziland,678.94,Rice,21.15,27.07
Swaziland,678.94,Soybeans,0.55,0.25
Swaziland,678.94,Nuts inc. Peanut Butter,6.44,11.4
Sweden,1527.03,Pork,37.0,130.96
Sweden,1527.03,Poultry,16.64,17.87
Sweden,1527.03,Beef,24.58,758.49
Sweden,1527.03,Lamb & Goat,1.41,49.38
Sweden,1527.03,Fish,23.86,38.1
Sweden,1527.03,Eggs,13.37,12.28
Sweden,1527.03,Milk - inc. cheese,341.23,486.05
Sweden,1527.03,Wheat and Wheat Products,79.59,15.18
Sweden,1527.03,Rice,5.96,7.63
Sweden,1527.03,Soybeans,0.13,0.06
Sweden,1527.03,Nuts inc. Peanut Butter,6.23,11.03
Switzerland,1356.75,Pork,31.49,111.46
Switzerland,1356.75,Poultry,16.38,17.6
Switzerland,1356.75,Beef,21.26,656.04
Switzerland,1356.75,Lamb & Goat,1.42,49.73
Switzerland,1356.75,Fish,13.48,21.52
Switzerland,1356.75,Eggs,10.53,9.67
Switzerland,1356.75,Milk - inc. cheese,318.69,453.94
Switzerland,1356.75,Wheat and Wheat Products,89.51,17.07
Switzerland,1356.75,Rice,2.43,3.11
Switzerland,1356.75,Soybeans,0.44,0.2
Switzerland,1356.75,Nuts inc. Peanut Butter,9.27,16.41
Taiwan. ROC,559.55,Pork,39.37,139.35000000000002
Taiwan. ROC,559.55,Poultry,32.13,34.51
Taiwan. ROC,559.55,Beef,5.21,160.76999999999998
Taiwan. ROC,559.55,Lamb & Goat,0.92,32.220000000000006
Taiwan. ROC,559.55,Fish,18.29,29.2
Taiwan. ROC,559.55,Eggs,13.08,12.02
Taiwan. ROC,559.55,Milk - inc. cheese,41.720000000000006,59.43
Taiwan. ROC,559.55,Wheat and Wheat Products,50.92,9.71
Taiwan. ROC,559.55,Rice,45.85,58.67
Taiwan. ROC,559.55,Soybeans,16.95,7.63
Taiwan. ROC,559.55,Nuts inc. Peanut Butter,9.06,16.04
Tanzania,343.02,Pork,0.32,1.13
Tanzania,343.02,Poultry,1.84,1.98
Tanzania,343.02,Beef,6.09,187.92
Tanzania,343.02,Lamb & Goat,1.28,44.83
Tanzania,343.02,Fish,5.5,8.78
Tanzania,343.02,Eggs,0.58,0.53
Tanzania,343.02,Milk - inc. cheese,40.290000000000006,57.39
Tanzania,343.02,Wheat and Wheat Products,15.94,3.04
Tanzania,343.02,Rice,21.01,26.89
Tanzania,343.02,Soybeans,0.04,0.02
Tanzania,343.02,Nuts inc. Peanut Butter,5.94,10.51
Thailand,378.0,Pork,13.0,46.01
Thailand,378.0,Poultry,13.69,14.71
Thailand,378.0,Beef,2.56,79.0
Thailand,378.0,Lamb & Goat,0.05,1.75
Thailand,378.0,Fish,19.45,31.06
Thailand,378.0,Eggs,12.35,11.34
Thailand,378.0,Milk - inc. cheese,29.35,41.81
Thailand,378.0,Wheat and Wheat Products,10.93,2.08
Thailand,378.0,Rice,114.57,146.62
Thailand,378.0,Soybeans,2.13,0.96
Thailand,378.0,Nuts inc. Peanut Butter,1.5,2.66
Togo,188.09,Pork,1.57,5.56
Togo,188.09,Poultry,6.63,7.119999999999999
Togo,188.09,Beef,1.53,47.21
Togo,188.09,Lamb & Goat,1.58,55.33
Togo,188.09,Fish,11.69,18.67
Togo,188.09,Eggs,0.8600000000000001,0.7899999999999999
Togo,188.09,Milk - inc. cheese,7.96,11.34
Togo,188.09,Wheat and Wheat Products,12.91,2.46
Togo,188.09,Rice,25.99,33.260000000000005
Togo,188.09,Soybeans,0.01,0.0
Togo,188.09,Nuts inc. Peanut Butter,3.59,6.35
Trinidad and Tobago,610.41,Pork,8.92,31.57
Trinidad and Tobago,610.41,Poultry,58.27,62.59
Trinidad and Tobago,610.41,Beef,6.13,189.16
Trinidad and Tobago,610.41,Lamb & Goat,2.79,97.71
Trinidad and Tobago,610.41,Fish,20.54,32.8
Trinidad and Tobago,610.41,Eggs,4.2,3.86
Trinidad and Tobago,610.41,Milk - inc. cheese,103.8,147.85000000000002
Trinidad and Tobago,610.41,Wheat and Wheat Products,90.17,17.2
Trinidad and Tobago,610.41,Rice,16.38,20.96
Trinidad and Tobago,610.41,Soybeans,0.04,0.02
Trinidad and Tobago,610.41,Nuts inc. Peanut Butter,3.78,6.69
Tunisia,618.89,Pork,0.0,0.0
Tunisia,618.89,Poultry,18.5,19.87
Tunisia,618.89,Beef,5.53,170.64
Tunisia,618.89,Lamb & Goat,5.34,187.01
Tunisia,618.89,Fish,12.63,20.17
Tunisia,618.89,Eggs,7.67,7.05
Tunisia,618.89,Milk - inc. cheese,114.47,163.05
Tunisia,618.89,Wheat and Wheat Products,197.5,37.66
Tunisia,618.89,Rice,1.07,1.37
Tunisia,618.89,Soybeans,1.88,0.8500000000000001
Tunisia,618.89,Nuts inc. Peanut Butter,6.34,11.22
Turkey,897.01,Pork,0.01,0.04
Turkey,897.01,Poultry,18.78,20.17
Turkey,897.01,Beef,11.64,359.19
Turkey,897.01,Lamb & Goat,4.68,163.89
Turkey,897.01,Fish,5.58,8.91
Turkey,897.01,Eggs,8.2,7.53
Turkey,897.01,Milk - inc. cheese,193.94,276.25
Turkey,897.01,Wheat and Wheat Products,169.96,32.41
Turkey,897.01,Rice,10.739999999999998,13.739999999999998
Turkey,897.01,Soybeans,1.71,0.77
Turkey,897.01,Nuts inc. Peanut Butter,7.970000000000001,14.11
United States of America,1718.86,Pork,27.64,97.83
United States of America,1718.86,Poultry,50.01,53.720000000000006
United States of America,1718.86,Beef,36.24,1118.29
United States of America,1718.86,Lamb & Goat,0.43,15.06
United States of America,1718.86,Fish,12.35,19.72
United States of America,1718.86,Eggs,14.58,13.39
United States of America,1718.86,Milk - inc. cheese,254.69,362.78
United States of America,1718.86,Wheat and Wheat Products,80.43,15.34
United States of America,1718.86,Rice,6.88,8.8
United States of America,1718.86,Soybeans,0.04,0.02
United States of America,1718.86,Nuts inc. Peanut Butter,7.859999999999999,13.91
Uganda,304.72,Pork,3.37,11.93
Uganda,304.72,Poultry,1.51,1.62
Uganda,304.72,Beef,5.15,158.92000000000002
Uganda,304.72,Lamb & Goat,1.25,43.77
Uganda,304.72,Fish,12.5,19.96
Uganda,304.72,Eggs,0.97,0.89
Uganda,304.72,Milk - inc. cheese,37.27,53.09
Uganda,304.72,Wheat and Wheat Products,10.14,1.93
Uganda,304.72,Rice,4.64,5.94
Uganda,304.72,Soybeans,0.01,0.0
Uganda,304.72,Nuts inc. Peanut Butter,3.77,6.67
Ukraine,665.73,Pork,20.56,72.77
Ukraine,665.73,Poultry,24.23,26.03
Ukraine,665.73,Beef,8.96,276.48999999999995
Ukraine,665.73,Lamb & Goat,0.41,14.36
Ukraine,665.73,Fish,15.23,24.32
Ukraine,665.73,Eggs,18.01,16.54
Ukraine,665.73,Milk - inc. cheese,145.03,206.58
Ukraine,665.73,Wheat and Wheat Products,105.15,20.05
Ukraine,665.73,Rice,3.0,3.84
Ukraine,665.73,Soybeans,0.02,0.01
Ukraine,665.73,Nuts inc. Peanut Butter,2.68,4.74
United Arab Emirates,897.32,Pork,0.0,0.0
United Arab Emirates,897.32,Poultry,41.04,44.09
United Arab Emirates,897.32,Beef,5.64,174.04
United Arab Emirates,897.32,Lamb & Goat,9.08,317.98
United Arab Emirates,897.32,Fish,20.41,32.59
United Arab Emirates,897.32,Eggs,8.229999999999999,7.56
United Arab Emirates,897.32,Milk - inc. cheese,132.66,188.96
United Arab Emirates,897.32,Wheat and Wheat Products,101.29,19.32
United Arab Emirates,897.32,Rice,56.25,71.98
United Arab Emirates,897.32,Soybeans,0.08,0.04
United Arab Emirates,897.32,Nuts inc. Peanut Butter,23.03,40.760000000000005
United Kingdom,1241.63,Pork,25.79,91.28
United Kingdom,1241.63,Poultry,31.55,33.89
United Kingdom,1241.63,Beef,18.12,559.15
United Kingdom,1241.63,Lamb & Goat,4.49,157.23999999999998
United Kingdom,1241.63,Fish,15.49,24.73
United Kingdom,1241.63,Eggs,11.08,10.18
United Kingdom,1241.63,Milk - inc. cheese,232.2,330.75
United Kingdom,1241.63,Wheat and Wheat Products,98.63,18.81
United Kingdom,1241.63,Rice,6.39,8.18
United Kingdom,1241.63,Soybeans,0.05,0.02
United Kingdom,1241.63,Nuts inc. Peanut Butter,4.18,7.4
Uruguay,1634.91,Pork,16.84,59.61
Uruguay,1634.91,Poultry,27.45,29.49
Uruguay,1634.91,Beef,29.1,897.9599999999999
Uruguay,1634.91,Lamb & Goat,8.229999999999999,288.21
Uruguay,1634.91,Fish,6.53,10.43
Uruguay,1634.91,Eggs,13.14,12.07
Uruguay,1634.91,Milk - inc. cheese,210.54,299.89
Uruguay,1634.91,Wheat and Wheat Products,109.31,20.85
Uruguay,1634.91,Rice,11.5,14.72
Uruguay,1634.91,Soybeans,0.01,0.0
Uruguay,1634.91,Nuts inc. Peanut Butter,0.95,1.6800000000000002
Venezuela,1104.1,Pork,7.23,25.59
Venezuela,1104.1,Poultry,39.28,42.190000000000005
Venezuela,1104.1,Beef,25.89,798.91
Venezuela,1104.1,Lamb & Goat,0.32,11.21
Venezuela,1104.1,Fish,8.34,13.32
Venezuela,1104.1,Eggs,5.63,5.17
Venezuela,1104.1,Milk - inc. cheese,117.79,167.78
Venezuela,1104.1,Wheat and Wheat Products,49.17,9.38
Venezuela,1104.1,Rice,23.39,29.93
Venezuela,1104.1,Soybeans,0.0,0.0
Venezuela,1104.1,Nuts inc. Peanut Butter,0.35,0.62
Vietnam,641.51,Pork,35.0,123.88
Vietnam,641.51,Poultry,12.36,13.28
Vietnam,641.51,Beef,7.44,229.58
Vietnam,641.51,Lamb & Goat,0.14,4.9
Vietnam,641.51,Fish,26.52,42.34
Vietnam,641.51,Eggs,3.84,3.53
Vietnam,641.51,Milk - inc. cheese,16.36,23.3
Vietnam,641.51,Wheat and Wheat Products,10.49,2.0
Vietnam,641.51,Rice,144.56,184.99
Vietnam,641.51,Soybeans,5.75,2.59
Vietnam,641.51,Nuts inc. Peanut Butter,6.28,11.12
Zambia,225.3,Pork,1.66,5.88
Zambia,225.3,Poultry,3.29,3.53
Zambia,225.3,Beef,4.76,146.88000000000002
Zambia,225.3,Lamb & Goat,0.6799999999999999,23.81
Zambia,225.3,Fish,6.2,9.9
Zambia,225.3,Eggs,3.32,3.05
Zambia,225.3,Milk - inc. cheese,9.71,13.83
Zambia,225.3,Wheat and Wheat Products,12.1,2.31
Zambia,225.3,Rice,3.05,3.9
Zambia,225.3,Soybeans,7.3,3.29
Zambia,225.3,Nuts inc. Peanut Butter,5.04,8.92
Zimbabwe,350.33,Pork,2.65,9.38
Zimbabwe,350.33,Poultry,4.970000000000001,5.34
Zimbabwe,350.33,Beef,7.37,227.42
Zimbabwe,350.33,Lamb & Goat,0.96,33.620000000000005
Zimbabwe,350.33,Fish,2.8,4.470000000000001
Zimbabwe,350.33,Eggs,1.75,1.61
Zimbabwe,350.33,Milk - inc. cheese,31.9,45.44
Zimbabwe,350.33,Wheat and Wheat Products,31.31,5.970000000000001
Zimbabwe,350.33,Rice,10.09,12.91
Zimbabwe,350.33,Soybeans,0.54,0.24
Zimbabwe,350.33,Nuts inc. Peanut Butter,2.22,3.93
